subbasn,MassFlux_Low,MassFlux_Median,MassFlux_High,subbasin,mask,name
1461.0,33390.58690451334,139035.37473548777,392393.44488823327,1461,0,Basin133459
1462.0,245086.02118840074,1020515.9584587313,2880157.465428317,1462,0,Basin133580
1463.0,456.4084687594321,1900.443459346336,5363.53828834526,1463,0,Basin133653
1467.0,1245640.4211074878,5186733.711198736,14638291.244420417,1467,0,Basin133761
1469.0,11383669.615756568,47400567.57366448,133776544.53244881,1469,0,Basin133764
1470.0,322214.5062811426,1341671.9734253434,3786542.011800602,1470,0,Basin133768
1473.0,298305.63318552286,1242117.594825805,3505574.0520515125,1473,0,Basin133786
1475.0,3398627.639802135,14151577.174655931,39939376.066913806,1475,0,Basin133796
1480.0,270407.3647909706,1125951.7361123872,3177724.239975427,1480,0,Basin134300
1481.0,1919063.0747397451,7990804.54921302,22552097.482094523,1481,0,Basin134353
1482.0,53940.70993191099,224604.22275080698,633890.654585605,1482,0,Basin134355
1484.0,106341.24334129336,442795.2901838911,1249681.7419746448,1484,0,Basin134475
1485.0,303419.6772081583,1263412.0101990427,3565672.3473312743,1485,0,Basin134479
1486.0,405085.56559499266,1686739.546492488,4760411.100675569,1486,0,Basin134480
1488.0,3452504.7519371663,14375916.58195001,40572519.34444143,1488,0,Basin134487
1492.0,575882.1186080138,2397920.898877917,6767547.063977735,1492,0,Basin134516
1496.0,139929.203120899,582652.5076659456,1644394.637629241,1496,0,Basin135193
1500.0,1096061.0080681671,4563898.604882434,12880491.019623369,1500,0,Basin135202
1501.0,587173.8310986386,2444938.56532472,6900242.963440492,1501,0,Basin135203
1506.0,332410.9339775268,1384128.9733512253,3906366.5420126542,1506,0,Basin135236
1509.0,605754.5560553134,2522307.0184338544,7118596.55797659,1509,0,Basin135566
1510.0,297785.6256622087,1239952.3306728865,3499463.1219254695,1510,0,Basin135617
1512.0,1416303.280030596,5897358.373522258,16643856.08575782,1512,0,Basin135705
1516.0,485612.84472442995,2022047.831495324,5706736.9785476085,1516,0,Basin135735
1517.0,27640.4035339288,115092.13282682496,324819.48256241035,1517,0,Basin135738
1519.0,76341.60504667881,317879.51783916965,897137.4321220495,1519,0,Basin135740
1522.0,287352.1976276968,1196508.4828392914,3376853.454112107,1522,0,Basin135913
1523.0,202045.87680314222,841300.701764185,2374366.100571064,1523,0,Basin135917
1528.0,19576.56247039781,81515.0301756613,230056.2972671432,1528,0,Basin135956
1529.0,179446.4050862195,747198.5517189669,2108785.726526819,1529,0,Basin135957
1532.0,28206.268201798095,117448.34196959223,331469.30836513545,1532,0,Basin136286
1533.0,111372.25877920503,463743.9820625452,1308804.3169869818,1533,0,Basin136336
1535.0,39833.01416626685,165861.0574078384,468102.39345839527,1535,0,Basin136424
1536.0,80100.31143120452,333530.4302411486,941308.3162926445,1536,0,Basin136427
1537.0,41182.91013299102,171481.90175310656,483965.8561204437,1537,0,Basin136436
1538.0,104876.21158688825,436695.03086363425,1232465.247439056,1538,0,Basin136437
1540.0,851521.7386311765,3545659.271116224,10006758.772291638,1540,0,Basin136456
1541.0,5147.228742188343,21432.59353499705,60488.26945003497,1541,0,Basin136458
1542.0,7447.314151421826,31009.940519370637,87517.99611663315,1542,0,Basin136510
1543.0,50514.45643285297,210337.6140043785,593626.6299549382,1543,0,Basin136514
1547.0,51624.905779655826,214961.4243464676,606676.2072448471,1547,0,Basin136636
1549.0,457652.6719148795,1905624.208413713,5378159.689391699,1549,0,Basin136642
1551.0,428083.5182254407,1782500.934912142,5030674.270467834,1551,0,Basin136669
1552.0,90035.69433398539,374900.4633279878,1058065.1476312059,1552,0,Basin136670
1553.0,115339.58858105082,480263.5834482979,1355426.864006172,1553,0,Basin136671
1555.0,32195.09047628371,134057.4360616582,378344.42672733363,1555,0,Basin137006
1556.0,62222.260652135374,259087.84866220743,731212.2807498408,1556,0,Basin137054
1557.0,27396.70102889031,114077.37770410432,321955.58365121693,1557,0,Basin137055
1558.0,319632.89705114596,1330922.3867906546,3756203.9245423437,1558,0,Basin137141
1559.0,60416.26687578369,251567.85441403577,709988.9305471057,1559,0,Basin137142
1561.0,20908.626925186483,87061.62572287323,245710.21080039235,1561,0,Basin137150
1562.0,59303.89255822965,246936.02866836876,696916.731734954,1562,0,Basin137152
1563.0,292.8510254834499,1219.4051031867232,3441.4735822738758,1563,0,Basin137154
1564.0,132691.27740773556,552514.4416081345,1559337.2945955535,1564,0,Basin137155
1566.0,27050.428918131976,112635.53204809924,317886.3258451849,1566,0,Basin137159
1567.0,53216.85764182706,221590.1674814952,625384.2184900515,1567,0,Basin137160
1575.0,196794.5216160771,819434.5351588876,2312654.1768460674,1575,0,Basin137356
1577.0,282524.85642105254,1176407.8719826692,3320124.381001085,1577,0,Basin137367
1578.0,1201901.2511790995,5004607.775556956,14124285.197930945,1578,0,Basin137391
1579.0,107977.34926947019,449607.8868441872,1268908.634966831,1579,0,Basin137398
1584.0,16263.933546681867,67721.54385313706,191127.5453188628,1584,0,Basin137767
1585.0,60741.48301587117,252922.0249183278,713810.746614823,1585,0,Basin137768
1586.0,24489.05225040791,101970.19196725103,287786.0039437229,1586,0,Basin137769
1587.0,61534.20537611283,256222.8489120056,723126.5175135104,1587,0,Basin137770
1588.0,4276.600362740516,17807.375944840907,50256.976720561695,1588,0,Basin137771
1589.0,126239.10894391281,525648.1974540723,1483513.8711331645,1589,0,Basin137772
1590.0,132388.02001244968,551251.7053251378,1555773.529323492,1590,0,Basin137773
1591.0,373450.6693606296,1555014.708434357,4388649.863067443,1591,0,Basin137860
1592.0,31062.81009620553,129342.72327748337,365038.2994589274,1592,0,Basin137861
1593.0,6449.506628519615,26855.160513337087,75792.14258891121,1593,0,Basin137881
1594.0,1005010.5294069729,4184772.671675386,11810500.513533782,1594,0,Basin137890
1595.0,2022486.6597613962,8421450.974838715,23767492.01605078,1595,0,Basin137891
1599.0,958836.2854076584,3992507.3085078765,11267878.40509903,1599,0,Basin138081
1602.0,266904.45972668385,1111365.9572020408,3136559.4353787717,1602,0,Basin138116
1603.0,516341.9159562747,2150000.896417808,6067853.306133022,1603,0,Basin138117
1604.0,7243.723083366535,30162.20578140952,85125.47151767524,1604,0,Basin138118
1606.0,45654.421885761614,190100.87104401662,536513.3571735237,1606,0,Basin138123
1611.0,55620.83860088001,231600.12611009675,653634.8860409411,1611,0,Basin138485
1612.0,62309.19857091733,259449.85026916146,732233.9420204205,1612,0,Basin138486
1613.0,728957.244295056,3035311.83553447,8566427.570834558,1613,0,Basin138579
1614.0,46157.42576925021,192195.3335832417,542424.4670081213,1614,0,Basin138580
1615.0,292842.68459746736,1219370.3724941623,3441375.5633623344,1615,0,Basin138603
1616.0,1806695.7381312314,7522917.153340932,21231599.38989805,1616,0,Basin138604
1617.0,397124.4691964593,1653590.26330556,4666855.331505019,1617,0,Basin138605
1618.0,1081704.86106957,4504120.911144505,12711783.054345286,1618,0,Basin138606
1619.0,1626052.3096142013,6770734.304647914,19108746.700458277,1619,0,Basin138607
1620.0,992867.460537798,4134210.0345018427,11667799.79854735,1620,0,Basin138608
1621.0,8310629.46502635,34604707.16678364,97663348.48491555,1621,0,Basin138609
1622.0,1414036.63334242,5887920.2623388665,16617219.31819032,1622,0,Basin138676
1628.0,13829.05514061054,57582.93105811264,162513.78275234872,1628,0,Basin138800
1629.0,557303.0458912529,2320559.325545896,6549212.885935081,1629,0,Basin138801
1630.0,757498.8868932034,3154156.6460658894,8901838.07122148,1630,0,Basin138805
1632.0,74557.42086381163,310450.33675973985,876170.3799455656,1632,0,Basin138836
1640.0,11801.76737503716,49141.48871422063,138689.86997154093,1640,0,Basin139165
1642.0,97541.02041886323,406151.9602755295,1146264.8778688514,1642,0,Basin139204
1645.0,307374.7795903079,1279880.6977184303,3612151.2023767233,1645,0,Basin139298
1646.0,4605.404760025008,19176.48762658095,54120.96061859319,1646,0,Basin139419
1650.0,416018.51614255254,1732263.3607546166,4888890.9665856175,1650,0,Basin139520
1651.0,1050290.4617691142,4373314.202316074,12342613.012625111,1651,0,Basin139523
1658.0,659335.5589427546,2745413.453683475,7748260.07253816,1658,0,Basin139571
1664.0,64659.02365078778,269234.3087297726,759848.1903297397,1664,0,Basin139923
1665.0,284608.14259070094,1185082.4866010535,3344606.3656734135,1665,0,Basin140016
1666.0,499260.8219499422,2078876.770542035,5867122.802689892,1666,0,Basin140017
1667.0,70.6503610923036,294.181694312723,830.2561033408903,1667,0,Basin140139
1673.0,1221357.8546708985,5085623.307428198,14352931.783024045,1673,0,Basin140240
1679.0,3028656.2808512775,12611049.999130987,35591613.73306021,1679,0,Basin140289
1680.0,22972.304021221,95654.58993762977,269961.7571168925,1680,0,Basin140292
1686.0,2554.4779021624877,10636.614246893561,30019.250239201956,1686,0,Basin140604
1689.0,709926.0595223791,2956067.7086164197,8342780.3443089975,1689,0,Basin140838
1690.0,1489.1246318124984,6200.5798761180395,17499.624843846228,1690,0,Basin140860
1695.0,314794.9498921403,1310777.6137105527,3699350.214323405,1695,0,Basin140961
1699.0,130740.53513597584,544391.727756411,1536412.915269911,1699,0,Basin141007
1705.0,417140.02717538865,1736933.2309538515,4902070.536591775,1705,0,Basin141317
1706.0,176740.01643606537,735929.3948985101,2076981.279103439,1706,0,Basin141320
1708.0,36455.37743609955,151796.8844766438,428409.69455730985,1708,0,Basin141324
1710.0,1248564.55121168,5198909.523680688,14672654.506383037,1710,0,Basin141327
1711.0,13400.959290024173,55800.37877236838,157482.96355667786,1711,0,Basin141361
1712.0,79074.51989246054,329259.12733181025,929253.6052815436,1712,0,Basin141362
1713.0,309523.4741959337,1288827.667130487,3637401.8420472806,1713,0,Basin141454
1714.0,174242.8992878181,725531.6256272533,2047636.1105715916,1714,0,Basin141580
1718.0,2858.666671386416,11903.228686475608,33593.96066263436,1718,0,Basin141636
1721.0,6668384.806521264,27766549.390295297,78364315.47471689,1721,0,Basin141643
1727.0,140535.54354926746,585177.254203542,1651520.1191352378,1727,0,Basin141728
1728.0,14542.555645729162,60553.882433924446,170898.56861830625,1728,0,Basin141729
1729.0,122099.96689890517,508413.18547429587,1434872.2521473437,1729,0,Basin141733
1730.0,206403.1941597149,859444.1759488404,2425571.632624342,1730,0,Basin142033
1733.0,11197.556070092749,46625.607653411564,131589.4091121511,1733,0,Basin142038
1735.0,40927.44214135977,170418.15621155774,480963.6936971975,1735,0,Basin142040
1741.0,18187.15551490904,75729.66565754428,213728.5165313629,1741,0,Basin142048
1743.0,727913.5155667476,3030965.8437950155,8554162.06881146,1743,0,Basin142174
1744.0,7038.165677226765,29306.28339004734,82709.83926334755,1744,0,Basin142301
1746.0,184066.0008230857,766434.1292857341,2163073.454093982,1746,0,Basin142357
1750.0,387562.7555242296,1613776.154996125,4554489.718477295,1750,0,Basin142400
1757.0,737102.9000316873,3069229.607062341,8662152.210970739,1757,0,Basin142450
1758.0,595220.2441453239,2478443.0992947766,6994801.341327395,1758,0,Basin142452
1762.0,14043.303291119862,58475.04092062069,165031.54532057483,1762,0,Basin142756
1764.0,12809.708003626865,53338.4620530795,150534.8038933722,1764,0,Basin142761
1765.0,4779.525613659468,19901.51106517939,56167.16249518465,1765,0,Basin142762
1766.0,21214.793548575282,88336.47576777036,249308.16421177995,1766,0,Basin142763
1769.0,361915.25153149903,1506982.2750665327,4253090.031395666,1769,0,Basin142769
1770.0,1092217.4426939697,4547894.347345719,12835322.904964367,1770,0,Basin142777
1771.0,139265.21214329044,579887.7094712689,1636591.6688517344,1771,0,Basin142778
1774.0,2899.3009000130755,12072.42592821176,34071.47862291423,1774,0,Basin143022
1775.0,3756857.1523329397,15643212.366887286,44149152.699009925,1775,0,Basin143073
1776.0,586176.2817153764,2440784.860188729,6888520.143471385,1776,0,Basin143077
1777.0,91260.86606043084,380001.96725149744,1072462.8985810282,1777,0,Basin143078
1783.0,244201.5259976225,1016833.000724168,2869763.2152197463,1783,0,Basin143118
1784.0,2757539.6881406894,11482145.102301214,32405554.917014424,1784,0,Basin143119
1787.0,57431.93102859634,239141.35068001013,674918.153650309,1787,0,Basin143132
1794.0,1780.3557230693298,7413.239720142687,20922.06157679808,1794,0,Basin143168
1799.0,866871.2666772553,3609573.3134180973,10187140.572846191,1799,0,Basin143471
1800.0,16609.81725920215,69161.77225411372,195192.23881690428,1800,0,Basin143475
1801.0,43941.97412764383,182970.39392944184,516389.32410634385,1801,0,Basin143489
1802.0,42994.24375186658,179024.13062112662,505251.9581163444,1802,0,Basin143496
1804.0,66428.74059582168,276603.2495433069,780645.2290438173,1804,0,Basin143516
1805.0,4571.223979639825,19034.161957876913,53719.2811212347,1805,0,Basin143517
1807.0,394957.69527169573,1644568.0132487372,4641392.230569915,1807,0,Basin143613
1808.0,11767.475269727418,48998.69949862994,138286.8822261192,1808,0,Basin143742
1812.0,17235.54221680863,71767.23421292717,202545.5199188475,1812,0,Basin143801
1817.0,571770.4432634647,2380800.2557471194,6719228.223182172,1817,0,Basin143853
1825.0,40866.12502409011,170162.8372978272,480243.1183163316,1825,0,Basin143889
1830.0,445001.64719751565,1852946.489169166,5229489.670969782,1830,0,Basin144190
1831.0,41988.725594859265,174837.2442341744,493435.49215681845,1831,0,Basin144194
1832.0,26762.821844598166,111437.96228510878,314506.4771866128,1832,0,Basin144209
1833.0,31902.166104612388,132837.72555159903,374902.09120862815,1833,0,Basin144217
1835.0,44158.51691065494,183872.05843352238,518934.0523207475,1835,0,Basin144225
1837.0,103718.63401362907,431874.98286197014,1218861.8372026475,1837,0,Basin144230
1838.0,6523.525792806535,27163.369598540332,76661.98758281178,1838,0,Basin144231
1839.0,3437.957517234114,14315.343216345871,40401.565789325665,1839,0,Basin144232
1840.0,37477.20639895511,156051.68757946062,440417.83888756926,1840,0,Basin144235
1845.0,3646.928894440296,15185.48107351918,42857.317729819064,1845,0,Basin144449
1846.0,14446.144544835646,60152.43535604814,169765.58212384125,1846,0,Basin144450
1847.0,6035.693892240086,25132.081819827657,70929.17310617349,1847,0,Basin144463
1848.0,2302176.761558466,9586055.18573104,27054303.44165224,1848,0,Basin144513
1849.0,161999.27093729647,674550.2678959607,1903753.6589054603,1849,0,Basin144519
1854.0,55033.80911141976,229155.78857025987,646736.3393253952,1854,0,Basin144569
1855.0,302769.04661092337,1260702.8434162117,3558026.384649372,1855,0,Basin144570
1857.0,23772.14868319217,98985.07054958661,279361.22658964706,1857,0,Basin144598
1861.0,171400.04556069116,713694.240606152,2014227.977600143,1861,0,Basin144607
1862.0,30750.247510252007,128041.24102469713,361365.1831343713,1862,0,Basin144608
1868.0,97781.01948819796,407151.29462794866,1149085.2554158387,1868,0,Basin144913
1869.0,15167.7138946781,63156.98466929868,178245.18997620195,1869,0,Basin144930
1872.0,29231.2546244902,121716.29244872926,343514.55795939936,1872,0,Basin144943
1877.0,710.0855201547099,2956.731688223459,8344.654264855026,1877,0,Basin144952
1880.0,1257.5215519426517,5236.205662161211,14777.913763512695,1880,0,Basin144955
1885.0,212068.7544128965,883035.0548734965,2492151.1363427173,1885,0,Basin145051
1887.0,13690.449519323727,57005.789825130814,160884.94234372876,1887,0,Basin145169
1888.0,625.3016253986896,2603.699241904161,7348.306263261217,1888,0,Basin145171
1889.0,1087.771467354208,4529.38170936196,12783.075498099488,1889,0,Basin145172
1890.0,1249.0771064375324,5201.043757143035,14678.677859951002,1890,0,Basin145173
1891.0,1251.3601117184862,5210.54998402273,14705.506867463006,1891,0,Basin145174
1893.0,1813947.7764899475,7553113.9831745485,21316822.579360873,1893,0,Basin145232
1897.0,7095.4297988713115,29544.72599767554,83382.78538510516,1897,0,Basin145287
1899.0,452520.53925345355,1884254.473589521,5317848.823326384,1899,0,Basin145294
1905.0,3200.7403819091624,13327.592584771153,37613.88047002107,1905,0,Basin145326
1910.0,369159.63135247695,1537147.2154437779,4338223.220643325,1910,0,Basin145628
1913.0,216876.79347381994,903055.2933463937,2548653.3779974733,1913,0,Basin145652
1914.0,66651.44541332632,277530.57220000954,783262.3711378976,1914,0,Basin145653
1916.0,9647.058287575159,40169.47554542106,113368.55040387224,1916,0,Basin145657
1917.0,14531.805046651098,60509.11791463868,170772.23167733193,1917,0,Basin145659
1918.0,862.7184414177566,3592.2813257744974,10138.33815394132,1918,0,Basin145660
1920.0,578.3449700472227,2408.1759888452616,6796.489554963076,1920,0,Basin145662
1921.0,51.24719387666567,213.38866624777148,602.2374809890483,1921,0,Basin145663
1926.0,6015.2470100543815,25046.942857311315,70688.88914348016,1926,0,Basin145770
1927.0,368130.74449556257,1532863.0239103795,4326132.134633384,1927,0,Basin145884
1928.0,27107.724685599012,112874.10642606142,318559.64385658136,1928,0,Basin145887
1929.0,19384.617150344417,80715.78727589844,227800.62905797653,1929,0,Basin145888
1932.0,1539.8781096103305,6411.9127534025965,18096.060361739383,1932,0,Basin145897
1935.0,870.0076319133415,3622.6328537356612,10223.997941149868,1935,0,Basin145900
1940.0,20470.48986744278,85237.26276144631,240561.39116709595,1940,0,Basin145999
1942.0,16463.346050556676,68551.87942892259,193470.96502493118,1942,0,Basin146007
1946.0,318228.0861698749,1325072.8817229967,3739695.122744555,1946,0,Basin146045
1956.0,52945.41199186209,220459.89242010968,622194.2927186276,1956,0,Basin146375
1958.0,4372.505449400067,18206.71602535167,51384.016728701194,1958,0,Basin146377
1961.0,1280.5208868013938,5331.972806054089,15048.193176724808,1961,0,Basin146381
1963.0,599028.479335109,2494300.2451486904,7039554.269131201,1963,0,Basin146489
1964.0,110.93210338528505,461.9112149323802,1303.6317786365687,1964,0,Basin146605
1971.0,2287230.0954412255,9523818.623953927,26878655.920867104,1971,0,Basin146680
1973.0,1144.4441510824452,4765.361623160846,13449.071266990222,1973,0,Basin146717
1976.0,9662.465802101791,40233.63103816753,113549.613639435,1976,0,Basin146726
1986.0,161870.485855505,674014.0184985354,1902240.225732246,1986,0,Basin146770
1990.0,274211.49278322834,1141791.7799683947,3222428.901560037,1990,0,Basin147073
1998.0,64322.50191385236,267833.06274582946,755893.5151988867,1998,0,Basin147207
1999.0,16546.46114742639,68897.96315223371,194447.70195010686,1999,0,Basin147292
2000.0,77603.19938274923,323132.6822049631,911963.2076916081,2000,0,Basin147293
2008.0,328946.66544287547,1369704.0734452433,3865655.7791794916,2008,0,Basin147400
2012.0,190134.138773219,791701.3052193617,2234383.8973970315,2012,0,Basin147438
2014.0,158222.45630881394,658823.9544088935,1859369.9735568746,2014,0,Basin147445
2028.0,518557.0381690147,2159224.464359693,6093884.577712378,2028,0,Basin147786
2029.0,706306.7163896519,2940997.0921521424,8300247.203931898,2029,0,Basin147793
2030.0,89329.54715942415,371960.13055353577,1049766.7753020052,2030,0,Basin147927
2031.0,36142.392094716924,150493.64190860238,424731.61017215496,2031,0,Basin147994
2032.0,17172.028921062407,71502.7706112536,201799.13588596613,2032,0,Basin148014
2033.0,15172.03685731316,63174.985093539566,178295.99178466806,2033,0,Basin148046
2038.0,28318.405903464187,117915.27318639615,332787.10787505243,2038,0,Basin148051
2043.0,1988313.064163627,8279155.222937671,23365896.95157428,2043,0,Basin148121
2046.0,69307.8721300325,288591.6920620472,814479.6849707547,2046,0,Basin148160
2048.0,199963.99444528786,832631.9324907596,2349900.6129596406,2048,0,Basin148163
2049.0,66572.54300090852,277202.029712589,782335.1400740307,2049,0,Basin148164
2052.0,123769.34853759968,515364.33917447424,1454490.188600924,2052,0,Basin148203
2056.0,39883.352660495424,166070.66233118717,468693.952247623,2056,0,Basin148502
2057.0,2663236.539994574,11089475.348435368,31297340.279437687,2057,0,Basin148503
2059.0,390438.1096999993,1625748.8689369916,4588279.784328205,2059,0,Basin148505
2060.0,867456.2328323334,3612009.0594207486,10194014.87204286,2060,0,Basin148506
2061.0,336989.7951373205,1403194.9358344318,3960175.5723628676,2061,0,Basin148513
2065.0,235967.4497734285,982547.0543074358,2772999.4912300054,2065,0,Basin148647
2066.0,409840.7176044501,1706539.5680809,4816291.833868252,2066,0,Basin148710
2067.0,426396.3819253957,1775475.8524127717,5010847.6880042255,2067,0,Basin148735
2070.0,863.1626774579127,3594.1310843454003,10143.558646490277,2070,0,Basin148771
2073.0,98.3997784834737,409.7277509515567,1156.356675184714,2073,0,Basin148774
2078.0,42848.57418531724,178417.5757609002,503540.1049166047,2078,0,Basin148880
2079.0,2584063.801941926,10759807.249594714,30366932.451789916,2079,0,Basin148881
2080.0,342567.732773291,1426420.9621299896,4025725.368495811,2080,0,Basin148899
2089.0,78835.71579243276,328264.7687231796,926447.2705581888,2089,0,Basin149218
2090.0,185740.4166031049,773406.2446937002,2182750.5498568052,2090,0,Basin149219
2091.0,68997.06703854127,287297.5278567651,810827.2220509559,2091,0,Basin149220
2094.0,487342.8542038577,2029251.434024265,5727067.390267032,2094,0,Basin149367
2098.0,15.307010128694433,63.73700155103505,179.8821462022765,2098,0,Basin149495
2099.0,175.5533267429494,730.9881266707624,2063.0357543354335,2099,0,Basin149496
2101.0,1438277.6650329924,5988857.719194948,16902090.679089423,2101,0,Basin149561
2102.0,24665.08896240605,102703.19286627257,289854.7202572542,2102,0,Basin149597
2103.0,5932452.480771179,24702193.948349126,69715919.40634313,2103,0,Basin149603
2104.0,210634.1920427406,877061.6673051248,2475292.7063923166,2104,0,Basin149619
2108.0,212477.64376807737,884737.6330547516,2496956.2481281543,2108,0,Basin149644
2113.0,14212.923316645345,59181.3233192805,167024.85518147392,2113,0,Basin149649
2118.0,435.1300951980805,1811.8422421732319,5113.4829560675025,2118,0,Basin150087
2119.0,16846.700257778797,70148.13157058081,197975.997488555,2119,0,Basin150201
2122.0,108606.65035347623,452228.2394689087,1276303.9413425825,2122,0,Basin150207
2123.0,0.0,0.0,0.0,2123,0,Basin150217
2124.0,111.81032683462278,465.5680577045466,1313.9523257312555,2124,0,Basin150218
2134.0,132604.68062109605,552153.8604444746,1558319.6421798323,2134,0,Basin150656
2135.0,1633309.203108139,6800951.3508241465,19194026.945618875,2135,0,Basin150674
2141.0,0.0,0.0,0.0,2141,0,Basin150806
2142.0,460162.6134008616,1916075.3770638958,5407655.564650461,2142,0,Basin150826
2148.0,335.6409043646409,1397.5782770259757,3944.3239223579326,2148,0,Basin150940
2150.0,267926.2505664915,1115620.6015639447,3148567.1317015104,2150,0,Basin150989
2151.0,5407447.857506899,22516122.32456625,63546265.26716793,2151,0,Basin151001
2155.0,519844.2097146663,2164584.129905863,6109010.926895896,2155,0,Basin151082
2159.0,94820.01397566788,394821.93629094935,1114288.6477156705,2159,0,Basin151392
2166.0,51.68425737504938,215.20855900541474,607.3736845621128,2166,0,Basin151527
2168.0,33171.59831046514,138123.52609612848,389819.9744351521,2168,0,Basin151550
2169.0,1593.9222020058105,6636.947451353031,18731.165927615315,2169,0,Basin151640
2170.0,2410.479796465809,10037.019198025704,28327.039410045727,2170,0,Basin151641
2173.0,342.3211517462792,1425.3942211029066,4022.8276422920185,2173,0,Basin151663
2176.0,1066690.0188373406,4441600.470209397,12535334.353853552,2176,0,Basin151721
2178.0,16035.65255324032,66771.00250569386,188444.87413146507,2178,0,Basin151778
2179.0,64292.8838081277,267709.7356404941,755545.4545143113,2179,0,Basin151800
2186.0,672116.725933548,2798633.073548306,7898459.473331899,2186,0,Basin152094
2188.0,3318692.9367340826,13818736.322615251,39000013.91695556,2188,0,Basin152104
2189.0,310085.8642411721,1291169.4082598311,3644010.8354097805,2189,0,Basin152105
2193.0,124125.04206205644,516845.4147424255,1458670.1632681906,2193,0,Basin152109
2196.0,268156.97416379163,1116581.3136922664,3151278.5074380464,2196,0,Basin152112
2199.0,1052.1449310321716,4381.036044093277,12364.406028263062,2199,0,Basin152267
2200.0,3259.278396406374,13571.339566672543,38301.79689482561,2200,0,Basin152269
2201.0,1763.7505075998324,7344.097109323439,20726.923416459045,2201,0,Basin152359
2203.0,6196.3215315562975,25800.920738085413,72816.80787329504,2203,0,Basin152366
2204.0,130.24699456583738,542.3366695954809,1530.6130146852781,2204,0,Basin152385
2206.0,1532453.5086148153,6380997.388403924,18008809.281970046,2206,0,Basin152441
2209.0,349956.951460146,1457188.9984052216,4112560.64886567,2209,0,Basin152470
2211.0,146429.19885969852,609717.9002542055,1720780.1089897822,2211,0,Basin152476
2212.0,342014.1774361199,1424116.0079235688,4019220.1972536887,2212,0,Basin152497
2216.0,114270.78057797841,475813.16388387355,1342866.639909212,2216,0,Basin152804
2217.0,813745.8904595072,3388364.0662874347,9562831.409168452,2217,0,Basin152805
2218.0,76611.616982057,319003.82304307993,900310.5094263504,2218,0,Basin152810
2227.0,7239.040660157442,30142.708595947995,85070.44546561166,2227,0,Basin152981
2228.0,1306.480425319543,5440.065969440306,15353.259774564944,2228,0,Basin153079
2230.0,0.7428358835028296,3.093101230150071,8.729524046636937,2230,0,Basin153105
2240.0,251714.35404564592,1048115.735165683,2958051.105667649,2240,0,Basin153241
2242.0,83455.79401328033,347502.35530947533,980740.6680931221,2242,0,Basin153520
2243.0,424464.3147179693,1767430.8998347633,4988142.770913499,2243,0,Basin153521
2244.0,173056.05456328634,720589.7118627547,2033688.7639335045,2244,0,Basin153522
2245.0,529640.1653411875,2205373.600462953,6224129.262049911,2245,0,Basin153523
2252.0,354.37509701254896,1475.585755679088,4164.481010681493,2252,0,Basin153688
2253.0,2009.9813650754973,8369.380062224818,23620.53456138923,2253,0,Basin153757
2254.0,27551.81499246974,114723.25817678502,323778.4238035406,2254,0,Basin153792
2255.0,341743.0670384775,1422987.1288224414,4016034.2112397235,2255,0,Basin153793
2258.0,2535.560340683238,10557.84323706164,29796.938270294206,2258,0,Basin153806
2267.0,336353.652805751,1400546.0968754822,3952699.870254438,2267,0,Basin153935
2271.0,22514.306292176603,93747.52894263173,264579.542447691,2271,0,Basin154238
2272.0,21743.464827806485,90537.81501436696,255520.9074937185,2272,0,Basin154239
2277.0,150.21259440950956,625.4716161006752,1765.2411308164008,2277,0,Basin154408
2278.0,55771.141248340566,232225.97269893254,655401.1854408748,2278,0,Basin154413
2279.0,23.02378685033775,95.86895976764086,270.56676369337123,2279,0,Basin154418
2280.0,906.0052239662781,3772.5235614062935,10647.027916445802,2280,0,Basin154500
2281.0,0.0,0.0,0.0,2281,0,Basin154511
2282.0,2936.6566268623646,12227.97178596682,34510.468880456385,2282,0,Basin154518
2283.0,2509.121492896741,10447.75427336411,29486.239012701433,2283,0,Basin154525
2284.0,335.27515965514345,1396.0553492353406,3940.025829996761,2284,0,Basin154549
2287.0,3500793.4514057543,14576986.345871922,41139989.7272723,2287,0,Basin154587
2288.0,690052.2863118604,2873315.1198813273,8109231.339755597,2288,0,Basin154606
2290.0,988333.3901315746,4115330.576653165,11614517.1320536,2290,0,Basin154634
2291.0,2753702.5081396583,11466167.432879096,32360461.840826012,2291,0,Basin154635
2296.0,31923.266257692518,132925.58467485616,375150.0521617691,2296,0,Basin154957
2297.0,578272.1898832669,2407872.9388450375,6795634.270228615,2297,0,Basin154984
2307.0,0.0,0.0,0.0,2307,0,Basin155129
2308.0,0.0,0.0,0.0,2308,0,Basin155136
2309.0,12.18300037137433,50.72890832618638,143.16997477369958,2309,0,Basin155155
2310.0,759.2694586215248,3161.5291461194884,8922.645155022808,2310,0,Basin155168
2311.0,0.0,0.0,0.0,2311,0,Basin155231
2322.0,207136.0373780642,862495.6686278081,2434183.7266804725,2322,0,Basin155401
2326.0,79074.97606406712,329261.02678899694,929258.9660363179,2326,0,Basin155675
2328.0,706868.2249929579,2943335.1630372424,8306845.838924918,2328,0,Basin155692
2329.0,100572.48130216067,418774.6883848177,1181889.450220415,2329,0,Basin155693
2330.0,41468.44214514808,172670.8311487701,487321.3194489733,2330,0,Basin155694
2331.0,71587.42483079384,298083.54271103366,841268.119076868,2331,0,Basin155704
2335.0,216752.09227983517,902536.0488873125,2547187.937116506,2335,0,Basin155726
2344.0,3979361.1127643716,16569698.672958558,46763934.397356264,2344,0,Basin155738
